id,title,filtered_words,features,label_index
R170,New Report on Technology Breakthrough,"['institution', 'option', 'fine', 'wall.', 'run', 'moment', 'organization', 'church.', 'experts', 'discuss', 'ongoing', 'developments', 'technology', 'breakthrough.']","(10000,[266,1020,1364,2227,3072,3243,3401,3614,4506,4687,6431,8094,9462,9613],[4.42484663185681,2.6902455764687034,4.42484663185681,2.7200985396183848,4.607168188650764,4.830311739964974,4.019381523748645,0.6871770135734415,0.691153161953081,0.691153161953081,4.270695952029551,4.137164559405029,0.691153161953081,4.830311739964974])",1.0
F110,Celebrity Scandal Confirmed by Sources,"['accept', 'positive', 'across', 'board', 'ask', 'talk', 'matter.', 'property', 'draw', 'treatment', 'road', 'idea', 'space', 'area.', 'idea', 'guess', 'chance', 'north.', '—', 'shocking', 'claims', 'celebrity', 'scandal', 'surface', 'internet.']","(10000,[1,346,503,2657,2733,2802,3486,3507,4105,4921,5725,5850,5958,7074,7281,7454,7936,7968,8015,8167,8338,8660,8925,9188],[3.7316994512968646,4.019381523748645,0.691153161953081,3.5085558999826545,4.270695952029551,5.117993812416755,2.849310271098391,4.42484663185681,4.830311739964974,2.849310271098391,4.830311739964974,0.691153161953081,7.828042016181638,3.6516567436233283,0.6753425559264385,4.270695952029551,0.691153161953081,4.830311739964974,4.42484663185681,4.270695952029551,0.691153161953081,3.8187108282864943,4.607168188650764,4.830311739964974])",0.0
F048,Secret Cure Confirmed by Sources,"['pull', 'condition', 'population.', 'top', 'future', 'cause', 'wide', 'either', 'trade', 'student', 'adult.', '—', 'shocking', 'claims', 'secret', 'cure', 'surface', 'internet.']","(10000,[316,419,503,2836,3536,3892,5328,5850,6488,6597,6599,6747,7281,7904,7936,8338,9126],[4.019381523748645,4.137164559405029,0.691153161953081,4.137164559405029,3.914021008090819,2.5530444549552183,7.3033134872466565,0.691153161953081,4.830311739964974,4.42484663185681,5.523458920524919,2.5530444549552183,0.6753425559264385,5.523458920524919,0.691153161953081,0.691153161953081,4.607168188650764])",0.0
F082,Hoax Confirmed by Sources,"['owner', 'sense', 'meeting', 'beyond', 'partner.', 'design', 'eat', 'room', 'matter.', 'exist', 'clear', 'peace', 'fly', 'note', 'personal.', '—', 'shocking', 'claims', 'hoax', 'surface', 'internet.']","(10000,[20,494,503,1611,3922,4377,4404,4590,5447,5850,5944,6053,6602,6697,7276,7281,7936,7968,8338,8900,9909],[3.383392757028649,4.137164559405029,0.691153161953081,3.914021008090819,3.8187108282864943,2.60568818844064,5.523458920524919,4.607168188650764,3.577548771469606,0.691153161953081,5.117993812416755,3.577548771469606,4.019381523748645,4.270695952029551,4.607168188650764,0.6753425559264385,0.691153161953081,4.830311739964974,0.691153161953081,3.8187108282864943,4.42484663185681])",0.0
F187,Miracle Drug Confirmed by Sources,"['force', 'yard', 'none', 'like.', 'point', 'mr', 'stay', 'democratic', 'service.', 'somebody', 'however', 'sure.', '—', 'shocking', 'claims', 'miracle', 'drug', 'surface', 'internet.']","(10000,[391,424,433,503,911,1173,1256,2647,3089,4221,4416,5606,5850,7281,7860,7936,8338,9190,9831],[4.270695952029551,4.137164559405029,4.019381523748645,0.691153161953081,4.270695952029551,5.523458920524919,3.125563647726549,4.607168188650764,4.830311739964974,5.117993812416755,4.607168188650764,4.137164559405029,0.691153161953081,0.6753425559264385,2.997730276216664,0.691153161953081,0.691153161953081,5.117993812416755,4.019381523748645])",0.0
F027,Miracle Drug Confirmed by Sources,"['general', 'cell', 'possible', 'crime.', 'practice', 'plant', 'western', 'plant.', 'lawyer', 'add', 'foot', 'report', 'material', 'camera', 'final', 'west.', 'rich', 'clear', 'free', 'send', 'region', 'off.', '—', 'shocking', 'claims', 'miracle', 'drug', 'surface', 'internet.']","(10000,[278,503,524,1073,1256,1611,1650,1653,3210,3231,4280,5465,5523,5850,5987,6100,6212,6505,7178,7244,7281,7860,7890,7936,8159,8338,9021,9078,9887],[4.830311739964974,0.691153161953081,3.5085558999826545,4.270695952029551,3.125563647726549,3.914021008090819,5.117993812416755,4.42484663185681,4.830311739964974,4.42484663185681,4.607168188650764,4.42484663185681,4.137164559405029,0.691153161953081,5.117993812416755,4.42484663185681,4.607168188650764,4.607168188650764,5.117993812416755,4.019381523748645,0.6753425559264385,2.997730276216664,4.607168188650764,0.691153161953081,4.019381523748645,0.691153161953081,3.6516567436233283,4.607168188650764,4.270695952029551])",0.0
F202,Hoax Confirmed by Sources,"['notice', 'send', 'food', 'like', 'within', 'lead.', 'stock', 'cultural', 'husband', 'memory', 'add.', 'support', 'stand', 'relate', 'economy.', '—', 'shocking', 'claims', 'hoax', 'surface', 'internet.']","(10000,[503,793,988,1525,3330,4377,4683,5523,5850,6886,6941,7208,7281,7386,7936,8217,8338,8344,8653,9233,9817],[0.691153161953081,4.137164559405029,4.830311739964974,4.42484663185681,4.607168188650764,2.60568818844064,5.523458920524919,4.137164559405029,0.691153161953081,3.577548771469606,4.019381523748645,3.5085558999826545,0.6753425559264385,5.117993812416755,0.691153161953081,4.137164559405029,0.691153161953081,4.137164559405029,3.8187108282864943,4.42484663185681,3.577548771469606])",0.0
F197,Secret Cure Confirmed by Sources,"['peace', 'newspaper', 'year', 'story', 'industry', 'teach.', 'leader', 'exist', 'art', 'especially', 'right.', 'white', 'rest', 'example', 'evening.', '—', 'shocking', 'claims', 'secret', 'cure', 'surface', 'internet.']","(10000,[503,1526,2660,2708,3010,3238,3892,4011,5459,5843,5850,6602,6697,6747,6855,7281,7854,7936,8173,8338,8899,9606],[0.691153161953081,3.8187108282864943,4.607168188650764,3.914021008090819,4.42484663185681,4.830311739964974,2.5530444549552183,4.42484663185681,5.523458920524919,4.607168188650764,0.691153161953081,4.019381523748645,4.270695952029551,2.5530444549552183,4.830311739964974,0.6753425559264385,4.830311739964974,0.691153161953081,3.5085558999826545,0.691153161953081,4.270695952029551,3.914021008090819])",0.0
R128,New Report on Climate Change,"['part', 'simple', 'go', 'happy', 'attorney.', 'history', 'peace', 'doctor.', 'experts', 'discuss', 'ongoing', 'developments', 'climate', 'change.']","(10000,[821,2059,2913,3614,4102,4506,4687,5347,6451,6543,6697,7229,8740,9462],[2.849310271098391,2.661258039595451,3.5085558999826545,0.6871770135734415,4.830311739964974,0.691153161953081,0.691153161953081,4.42484663185681,3.5085558999826545,4.270695952029551,4.270695952029551,4.830311739964974,4.42484663185681,0.691153161953081])",1.0
F157,Government Cover-Up Confirmed by Sources,"['add', 'money', 'act', 'seem.', 'religious', 'local', 'create', 'office', 'organization', 'close', 'role.', 'dark', 'focus', 'similar', 'do.', 'boy', 'concern', 'among.', '—', 'shocking', 'claims', 'government', 'cover-up', 'surface', 'internet.']","(10000,[157,228,503,697,1364,1404,1862,1968,2071,2259,3497,3931,4293,4502,5850,6103,6928,7046,7281,7936,8338,8344,9813,9887,9974],[3.8187108282864943,4.42484663185681,0.691153161953081,3.914021008090819,4.42484663185681,4.42484663185681,5.117993812416755,4.607168188650764,5.117993812416755,2.7826188965997183,4.019381523748645,4.137164559405029,4.270695952029551,4.270695952029551,0.691153161953081,4.830311739964974,4.270695952029551,4.137164559405029,0.6753425559264385,0.691153161953081,0.691153161953081,4.137164559405029,2.997730276216664,4.270695952029551,5.117993812416755])",0.0
F117,Hoax Confirmed by Sources,"['might', 'person', 'ago', 'commercial', 'front', 'popular', 'system.', 'business', 'character', 'leave', 'agreement.', '—', 'shocking', 'claims', 'hoax', 'surface', 'internet.']","(10000,[503,504,1896,2913,3249,3924,4377,4867,5374,5850,6148,6358,6443,7281,7936,8338,9892],[0.691153161953081,4.42484663185681,4.42484663185681,3.5085558999826545,3.172083663361442,3.914021008090819,2.60568818844064,3.7316994512968646,4.607168188650764,0.691153161953081,3.8187108282864943,4.830311739964974,3.5085558999826545,0.6753425559264385,0.691153161953081,0.691153161953081,5.117993812416755])",0.0
F173,Secret Cure Confirmed by Sources,"['plan', 'bad', 'amount', 'accept', 'happen.', 'quickly', 'keep', 'central', 'necessary', 'must.', '—', 'shocking', 'claims', 'secret', 'cure', 'surface', 'internet.']","(10000,[503,2657,3391,3739,3892,5850,6123,6235,6747,7222,7281,7936,7956,7979,8338,8928,9594],[0.691153161953081,3.5085558999826545,4.137164559405029,4.830311739964974,2.5530444549552183,0.691153161953081,4.019381523748645,5.523458920524919,2.5530444549552183,4.270695952029551,0.6753425559264385,0.691153161953081,4.019381523748645,4.019381523748645,0.691153161953081,4.270695952029551,3.7316994512968646])",0.0
F024,Aliens Confirmed by Sources,"['point', 'evidence', 'line', 'radio', 'like', 'language.', '—', 'shocking', 'claims', 'aliens', 'surface', 'internet.']","(10000,[503,650,1182,2054,3330,4416,5850,7281,7936,8338,9086,9998],[0.691153161953081,2.958509563063383,4.42484663185681,4.019381523748645,4.607168188650764,4.607168188650764,0.691153161953081,0.6753425559264385,0.691153161953081,0.691153161953081,4.270695952029551,5.117993812416755])",0.0
F096,Celebrity Scandal Confirmed by Sources,"['trouble', 'small', 'city', 'world', 'cut.', 'use', 'never', 'any.', '—', 'shocking', 'claims', 'celebrity', 'scandal', 'surface', 'internet.']","(10000,[222,281,503,2909,3486,4898,4921,5133,5495,5547,5850,7281,7936,8338,9360],[4.607168188650764,4.830311739964974,0.691153161953081,4.137164559405029,2.849310271098391,5.523458920524919,2.849310271098391,3.914021008090819,3.8187108282864943,4.607168188650764,0.691153161953081,0.6753425559264385,0.691153161953081,0.691153161953081,4.42484663185681])",0.0
R247,New Report on Public Health,"['many', 'scientist', 'dream', 'table.', 'experts', 'discuss', 'ongoing', 'developments', 'public', 'health.']","(10000,[1770,2366,3614,4506,4687,5188,6219,6226,6404,9462],[2.920769235080536,4.270695952029551,0.6871770135734415,0.691153161953081,0.691153161953081,4.270695952029551,3.172083663361442,4.607168188650764,3.914021008090819,0.691153161953081])",1.0
F226,Government Cover-Up Confirmed by Sources,"['recently', 'inside', 'investment', 'good', 'red', 'event', 'figure.', 'rate', 'push', 'accept', 'design', 'establish', 'democratic.', 'process', 'indicate', 'situation', 'room', 'yet', 'probably', 'business.', '—', 'shocking', 'claims', 'government', 'cover-up', 'surface', 'internet.']","(10000,[52,253,494,503,1562,2034,2259,2297,2657,2923,3136,3922,4037,4214,4247,4546,5850,5978,6168,6485,7281,7728,7936,8040,8338,9066,9813],[4.270695952029551,4.019381523748645,4.137164559405029,0.691153161953081,4.137164559405029,4.270695952029551,2.7826188965997183,4.270695952029551,3.5085558999826545,3.6516567436233283,4.137164559405029,3.8187108282864943,3.6516567436233283,5.117993812416755,5.523458920524919,5.117993812416755,0.691153161953081,4.830311739964974,4.019381523748645,4.137164559405029,0.6753425559264385,4.019381523748645,0.691153161953081,3.3262343431887,0.691153161953081,4.137164559405029,2.997730276216664])",0.0
F100,Flat Earth Confirmed by Sources,"['somebody', 'international', 'large', 'take', 'summer', 'program', 'kid.', 'authority', 'service', 'eat.', '—', 'shocking', 'claims', 'flat', 'earth', 'surface', 'internet.']","(10000,[188,503,573,855,856,1176,2252,2406,2918,3089,5850,7022,7281,7936,8338,9481,9676],[4.42484663185681,0.691153161953081,4.270695952029551,4.019381523748645,4.607168188650764,4.270695952029551,4.137164559405029,4.607168188650764,3.0385522707369192,4.830311739964974,0.691153161953081,4.607168188650764,0.6753425559264385,0.691153161953081,0.691153161953081,4.270695952029551,3.0385522707369192])",0.0
F246,Government Cover-Up Confirmed by Sources,"['recently', 'student', 'edge', 'soldier', 'court', 'officer.', 'attention', 'sort', 'field', 'fund', 'also', 'foot', 'put', 'reality.', '—', 'shocking', 'claims', 'government', 'cover-up', 'surface', 'internet.']","(10000,[503,2034,2259,3082,3144,3536,3792,3921,4141,4568,4638,5720,5850,6511,7074,7281,7890,7936,8338,8871,9813],[0.691153161953081,4.270695952029551,2.7826188965997183,5.117993812416755,4.270695952029551,3.914021008090819,4.137164559405029,3.577548771469606,4.019381523748645,4.830311739964974,4.137164559405029,4.137164559405029,0.691153161953081,4.830311739964974,3.6516567436233283,0.6753425559264385,4.607168188650764,0.691153161953081,0.691153161953081,4.019381523748645,2.997730276216664])",0.0
F183,Aliens Confirmed by Sources,"['population', 'cause', 'miss', 'protect.', 'use', 'full', 'someone', 'before.', 'put', 'movie', 'traditional', 'six.', '—', 'shocking', 'claims', 'aliens', 'surface', 'internet.']","(10000,[316,503,650,1071,1439,3004,3671,4486,5133,5850,7281,7696,7936,8338,8693,8871,8897,9258],[4.019381523748645,0.691153161953081,2.958509563063383,4.270695952029551,4.137164559405029,5.117993812416755,4.270695952029551,4.019381523748645,3.914021008090819,0.691153161953081,0.6753425559264385,5.117993812416755,0.691153161953081,0.691153161953081,4.830311739964974,4.019381523748645,4.137164559405029,4.137164559405029])",0.0
R063,New Report on Policy,"['bar', 'forget', 'pressure', 'unit.', 'may', 'bed', 'assume', 'use.', 'sometimes', 'night', 'stage', 'tend', 'believe', 'make', 'politics.', 'experts', 'discuss', 'ongoing', 'developments', 'policy.']","(10000,[30,211,533,1810,2471,2664,3525,3614,4506,4687,5661,5869,6869,6944,7146,7332,9021,9160,9462,9497],[4.137164559405029,4.830311739964974,4.019381523748645,3.8187108282864943,5.523458920524919,4.137164559405029,4.270695952029551,0.6871770135734415,0.691153161953081,0.691153161953081,4.270695952029551,5.523458920524919,4.137164559405029,2.7826188965997183,4.42484663185681,4.42484663185681,3.6516567436233283,3.577548771469606,0.691153161953081,4.137164559405029])",1.0
R005,New Report on Election,"['direction', 'fast', 'still', 'trip', 'hundred', 'turn', 'although.', 'ball', 'record', 'weight', 'knowledge', 'say', 'series.', 'commercial', 'memory', 'play', 'rule', 'step.', 'experts', 'discuss', 'ongoing', 'developments', 'election.']","(10000,[343,2173,2835,3556,3614,3712,3886,4347,4506,4687,5175,5782,5862,6443,6852,6941,7492,7864,8004,8554,8667,9263,9462],[4.270695952029551,3.914021008090819,5.523458920524919,2.8844015909096608,0.6871770135734415,4.42484663185681,4.607168188650764,4.137164559405029,0.691153161953081,0.691153161953081,4.019381523748645,4.270695952029551,4.42484663185681,3.5085558999826545,5.117993812416755,4.019381523748645,3.8187108282864943,4.137164559405029,4.42484663185681,3.7316994512968646,4.830311739964974,4.42484663185681,0.691153161953081])",1.0
R084,New Report on Election,"['six', 'risk', 'republican', 'dinner', 'nothing.', 'food', 'century', 'poor', 'bed', 'understand.', 'condition', 'policy.', 'experts', 'discuss', 'ongoing', 'developments', 'election.']","(10000,[2240,3556,3614,4506,4616,4687,5328,5401,6944,7841,8103,8413,8653,8661,8794,9462,9497],[4.42484663185681,2.8844015909096608,0.6871770135734415,0.691153161953081,4.137164559405029,0.691153161953081,3.6516567436233283,4.270695952029551,2.7826188965997183,4.270695952029551,4.607168188650764,3.7316994512968646,3.8187108282864943,5.523458920524919,3.8187108282864943,0.691153161953081,4.137164559405029])",1.0
R124,New Report on Education,"['beyond', 'boy', 'old', 'ground', 'send', 'begin', 'rise.', 'media', 'set', 'race', 'positive', 'evening', 'thus.', 'person', 'surface', 'everybody', 'difference', 'action', 'you.', 'nearly', 'perhaps', 'scientist', 'agreement', 'main', 'use', 'song.', 'experts', 'discuss', 'ongoing', 'developments', 'education.']","(10000,[1,4,157,454,1209,1259,1513,1637,2561,2849,2866,3249,3614,4506,4554,4687,5047,5133,5286,5342,5523,6226,6487,6633,6934,7083,7281,7866,8413,8900,9462],[3.7316994512968646,4.830311739964974,3.8187108282864943,3.577548771469606,4.270695952029551,4.137164559405029,4.607168188650764,4.137164559405029,4.830311739964974,5.117993812416755,4.270695952029551,3.172083663361442,0.6871770135734415,0.691153161953081,5.117993812416755,0.691153161953081,2.60568818844064,3.914021008090819,4.42484663185681,3.914021008090819,4.137164559405029,4.607168188650764,3.6516567436233283,4.137164559405029,4.830311739964974,3.8187108282864943,0.6753425559264385,4.830311739964974,3.7316994512968646,3.8187108282864943,0.691153161953081])",1.0
R118,New Report on Research,"['strategy', 'crime', 'threat', 'bar.', 'whole', 'risk', 'quite', 'walk', 'upon.', 'particular', 'decade', 'clear.', 'safe', 'civil', 'pattern', 'nature', 'hot', 'hundred', 'wife.', 'experts', 'discuss', 'ongoing', 'developments', 'research.']","(10000,[593,617,627,731,1401,1811,2291,3611,3614,4506,4687,5087,5175,5399,6030,6056,6142,7066,7642,8070,8794,8984,9462,9693],[4.42484663185681,4.019381523748645,4.830311739964974,4.42484663185681,5.523458920524919,4.830311739964974,4.42484663185681,4.019381523748645,0.6871770135734415,0.691153161953081,0.691153161953081,5.523458920524919,4.019381523748645,4.830311739964974,4.137164559405029,4.137164559405029,3.577548771469606,2.8844015909096608,3.6516567436233283,4.607168188650764,3.8187108282864943,4.607168188650764,0.691153161953081,4.137164559405029])",1.0
F001,Aliens Confirmed by Sources,"['idea', 'number', 'green.', 'already', 'arm', 'beyond', 'tax', 'response.', '—', 'shocking', 'claims', 'aliens', 'surface', 'internet.']","(10000,[503,594,650,1868,3984,5850,5958,6587,7016,7281,7936,8338,8519,8900],[0.691153161953081,4.137164559405029,2.958509563063383,5.117993812416755,3.914021008090819,0.691153161953081,3.914021008090819,4.019381523748645,4.830311739964974,0.6753425559264385,0.691153161953081,0.691153161953081,4.42484663185681,3.8187108282864943])",0.0
F007,Immortal Jellyfish Confirmed by Sources,"['tough', 'rest', 'yeah', 'toward', 'thing', 'least.', 'defense', 'learn', 'building', 'leg', 'design', 'whole.', 'heart', 'reach', 'remember', 'speech.', '—', 'shocking', 'claims', 'immortal', 'jellyfish', 'surface', 'internet.']","(10000,[503,1180,2066,2708,3073,3163,3194,3249,3543,3857,3922,5447,5685,5850,5852,5967,6290,7281,7936,8338,8386,9808,9876],[0.691153161953081,5.523458920524919,2.7508701982851385,3.914021008090819,5.523458920524919,5.117993812416755,4.270695952029551,3.172083663361442,4.42484663185681,4.42484663185681,3.8187108282864943,3.577548771469606,4.42484663185681,0.691153161953081,4.270695952029551,3.914021008090819,4.607168188650764,0.6753425559264385,0.691153161953081,0.691153161953081,4.42484663185681,4.019381523748645,2.7508701982851385])",0.0
F046,Mind Control Confirmed by Sources,"['police', 'treatment.', 'today', 'watch', 'short', 'scientist.', 'share', 'assume', 'officer', 'somebody.', '—', 'shocking', 'claims', 'mind', 'control', 'surface', 'internet.']","(10000,[503,696,1208,1262,2664,2708,3143,3184,3876,3947,5850,7281,7936,8338,8741,9166,9806],[0.691153161953081,3.914021008090819,2.7200985396183848,4.42484663185681,4.137164559405029,3.914021008090819,5.117993812416755,2.849310271098391,4.830311739964974,4.137164559405029,0.691153161953081,0.6753425559264385,0.691153161953081,0.691153161953081,5.523458920524919,4.830311739964974,4.830311739964974])",0.0
R103,New Report on Research,"['create', 'product', 'person', 'drug', 'leader', 'join', 'nearly.', 'experts', 'discuss', 'ongoing', 'developments', 'research.']","(10000,[447,1404,1526,2437,3249,3614,4506,4687,7066,7860,8952,9462],[4.42484663185681,4.42484663185681,3.8187108282864943,5.523458920524919,3.172083663361442,0.6871770135734415,0.691153161953081,0.691153161953081,2.8844015909096608,2.997730276216664,4.137164559405029,0.691153161953081])",1.0
R037,New Report on Budget Report,"['special', 'hit.', 'main', 'different', 'firm', 'myself.', 'experts', 'discuss', 'ongoing', 'developments', 'budget', 'report.']","(10000,[885,1055,1637,2895,3614,4506,4687,4991,5432,6683,8894,9462],[5.117993812416755,4.42484663185681,4.137164559405029,5.523458920524919,0.6871770135734415,0.691153161953081,0.691153161953081,2.60568818844064,2.7200985396183848,4.607168188650764,3.914021008090819,0.691153161953081])",1.0
F193,Secret Cure Confirmed by Sources,"['open', 'six', 'city.', 'contain', 'attorney', 'enjoy.', '—', 'shocking', 'claims', 'secret', 'cure', 'surface', 'internet.']","(10000,[206,503,3892,4853,5401,5783,5850,6747,6847,7281,7493,7936,8338],[5.117993812416755,0.691153161953081,2.5530444549552183,4.137164559405029,4.270695952029551,4.270695952029551,0.691153161953081,2.5530444549552183,4.830311739964974,0.6753425559264385,4.270695952029551,0.691153161953081,0.691153161953081])",0.0
R166,New Report on Election,"['reality', 'fall', 'drive', 'church', 'book.', 'success', 'government', 'green', 'test.', 'conference', 'go', 'identify', 'action.', 'experts', 'discuss', 'ongoing', 'developments', 'election.']","(10000,[551,680,1273,2259,3226,3556,3614,3729,3967,4506,4687,5657,6325,6451,8960,9213,9462,9828],[4.270695952029551,3.7316994512968646,3.4440173788450834,2.7826188965997183,5.117993812416755,2.8844015909096608,0.6871770135734415,3.6516567436233283,4.137164559405029,0.691153161953081,0.691153161953081,4.019381523748645,4.830311739964974,3.5085558999826545,4.830311739964974,5.523458920524919,0.691153161953081,4.607168188650764])",1.0
F017,Immortal Jellyfish Confirmed by Sources,"['speak', 'another', 'conference', 'seem', 'space.', 'whose', 'friend', 'every', 'base', 'join.', 'us', 'entire', 'prevent', 'image', 'run', 'its.', '—', 'shocking', 'claims', 'immortal', 'jellyfish', 'surface', 'internet.']","(10000,[266,488,503,1098,2066,2588,3252,4732,5303,5657,5850,6660,7015,7281,7936,8166,8173,8338,8824,9539,9681,9876,9994],[4.42484663185681,5.117993812416755,0.691153161953081,4.019381523748645,2.7508701982851385,4.137164559405029,4.019381523748645,4.270695952029551,4.607168188650764,4.019381523748645,0.691153161953081,4.607168188650764,5.523458920524919,0.6753425559264385,0.691153161953081,4.607168188650764,3.5085558999826545,0.691153161953081,3.914021008090819,4.019381523748645,4.607168188650764,2.7508701982851385,4.830311739964974])",0.0
